,Campaign status,Campaign,Budget name,Currency code,Budget,Budget type,Status,Status reasons,Clicks,CTR,Avg. CPC,Impr.,Avg. cost,Cost,Campaign type,Bid strategy type,Campaign group,Original Conv Value,Predicted Conv Value 1,Predicted Conv Value 2
1800,2,35,0,0,1.0,0,5,12,11,0.0095,0.21,1156,0.13,2.27,1,2,0,0.0,0.23117200915855754,7.421476355247985
1801,2,20,0,0,0.05,0,5,12,48,0.008100000000000001,0.16,5948,0.16,7.48,0,2,0,0.0,38.62744338933529,50.214585987261124
1802,2,35,0,0,1.0,0,5,12,4,0.004,0.55,991,0.27,2.2,1,2,0,0.0,0.23117200915855754,7.421476355247985
1803,1,135,0,0,0.5,0,4,6,0,0.0,0.0,1,0.0,0.0,3,7,0,0.0,0.23117200915855754,0.017456630531522195
1804,1,135,0,0,0.5,0,4,6,3,0.0055000000000000005,0.37,544,0.37,1.11,3,7,0,0.0,0.23117200915855754,7.421476355247985
1805,2,33,0,0,1.0,0,5,12,7,0.0039000000000000003,0.59,1780,0.46,4.14,1,2,0,0.0,38.62744338933529,19.66085314685316
1806,2,20,0,0,0.05,0,5,12,1,0.0052,0.37,191,0.37,0.37,0,2,0,0.0,0.23117200915855754,0.017456630531522195
1807,2,35,0,0,1.0,0,5,12,2,0.008,0.25,249,0.17,0.5,1,2,0,0.0,0.23117200915855754,0.017456630531522195
1808,1,135,0,0,0.5,0,4,6,4,0.0044,0.29,900,0.29,1.15,3,7,0,0.0,0.23117200915855754,7.421476355247985
1809,0,30,0,0,10.0,0,2,13,26,0.0075,0.53,3468,0.48,13.84,1,2,3,71.02,38.62744338933529,48.014200542005376
1810,0,30,0,0,10.0,0,2,13,2,0.6667000000000001,0.24,3,0.24,0.48,1,2,3,0.0,0.23117200915855754,8.667011494252874
1811,0,144,0,0,5.0,0,0,15,57,0.0084,0.35,6817,0.35,20.11,1,2,4,89.35,38.62744338933529,48.014200542005376
1812,0,144,0,0,5.0,0,0,15,72,0.0091,0.37,7938,0.37,26.96,1,2,4,93.11,219.9967875647666,88.10976190476188
1813,0,144,0,0,5.0,0,0,15,16,0.0095,0.33,1677,0.33,5.28,1,2,4,0.0,38.62744338933529,19.66085314685316
1814,0,144,0,0,5.0,0,0,15,13,0.008,0.65,1625,0.65,8.47,1,2,4,39.2,38.62744338933529,48.014200542005376
1815,0,30,0,0,10.0,0,2,13,21,0.0064,0.35,3282,0.35,7.33,1,2,3,10.08,38.62744338933529,19.66085314685316
1816,0,144,0,0,5.0,0,0,15,12,0.0088,0.34,1358,0.34,4.05,1,2,4,0.0,38.62744338933529,19.66085314685316
1817,0,30,0,0,10.0,0,2,13,14,0.0063,0.27,2232,0.27,3.81,1,2,3,64.75,38.62744338933529,19.66085314685316
1818,0,144,0,0,5.0,0,0,15,15,0.0177,1.17,848,1.17,17.56,1,2,4,0.02,38.62744338933529,48.014200542005376
1819,0,144,0,0,5.0,0,0,15,17,0.0077,0.24,2205,0.24,4.14,1,2,4,16.99,38.62744338933529,19.66085314685316
1820,0,144,0,0,5.0,0,0,15,69,0.008,0.34,8615,0.34,23.8,1,2,4,40.36,219.9967875647666,88.10976190476188
1821,0,30,0,0,10.0,0,2,13,1,0.0139,0.29,72,0.29,0.29,1,2,3,0.0,0.23117200915855754,0.017456630531522195
1822,0,144,0,0,5.0,0,0,15,7,0.0446,0.64,157,0.64,4.47,1,2,4,0.0,38.62744338933529,19.66085314685316
1823,0,144,0,0,5.0,0,0,15,26,0.0084,0.38,3084,0.38,9.97,1,2,4,66.99,38.62744338933529,48.014200542005376
1824,0,144,0,0,5.0,0,0,15,19,0.011000000000000001,0.29,1731,0.29,5.57,1,2,4,37.79,38.62744338933529,19.66085314685316
1825,0,30,0,0,10.0,0,2,13,19,0.0154,0.66,1234,0.63,12.59,1,2,3,12.39,38.62744338933529,48.014200542005376
1826,0,30,0,0,10.0,0,2,13,16,0.0084,0.45,1896,0.45,7.21,1,2,3,46.0,38.62744338933529,19.66085314685316
1827,0,30,0,0,10.0,0,2,13,7,0.0219,0.31,320,0.31,2.18,1,2,3,19.11,0.23117200915855754,14.74322884012539
1828,0,30,0,0,10.0,0,2,13,23,0.0102,0.35,2251,0.31,7.99,1,2,3,205.59,38.62744338933529,48.014200542005376
1829,0,30,0,0,10.0,0,2,13,8,0.0137,0.27,582,0.27,2.19,1,2,3,0.0,0.23117200915855754,14.74322884012539
1830,0,30,0,0,10.0,0,2,13,11,0.0060999999999999995,0.59,1790,0.5,6.48,1,2,3,0.0,38.62744338933529,19.66085314685316
1831,0,144,0,0,5.0,0,0,15,13,0.0069,0.27,1882,0.23,3.52,1,2,4,7.28,38.62744338933529,19.66085314685316
1832,1,63,0,0,1.0,0,4,5,0,0.0,0.0,8,0.0,0.0,1,3,0,0.0,0.23117200915855754,0.017456630531522195
1833,1,63,0,0,1.0,0,4,5,0,0.0,0.0,2,0.0,0.0,1,3,0,0.0,0.23117200915855754,0.017456630531522195
1834,1,40,0,0,0.1,0,4,6,5,0.0075,0.26,666,0.26,1.3,3,0,0,0.0,0.23117200915855754,7.421476355247985
1835,1,40,0,0,0.1,0,4,6,2,0.006500000000000001,0.21,307,0.21,0.42,3,0,0,0.0,0.23117200915855754,0.017456630531522195
1836,1,40,0,0,0.1,0,4,6,7,0.004699999999999999,0.24,1478,0.24,1.69,3,0,0,1.64,0.23117200915855754,7.421476355247985
1837,1,63,0,0,1.0,0,4,5,0,0.0,0.0,6,0.0,0.0,1,3,0,0.0,0.23117200915855754,0.017456630531522195
1838,1,40,0,0,0.1,0,4,6,0,0.0,0.0,17,0.0,0.0,3,0,0,0.0,0.23117200915855754,0.017456630531522195
1839,1,40,0,0,0.1,0,4,6,2,0.05,0.27,40,0.27,0.53,3,0,0,0.0,0.23117200915855754,0.017456630531522195
1840,1,63,0,0,1.0,0,4,5,0,0.0,0.0,15,0.0,0.0,1,3,0,0.0,0.23117200915855754,0.017456630531522195
1841,2,155,0,0,5.0,0,5,12,0,0.0,0.0,1,0.0,0.0,3,7,0,0.0,0.23117200915855754,0.017456630531522195
1842,0,2,0,0,4.1,0,0,15,2,0.0063,0.96,320,0.96,1.92,3,7,1,0.0,0.23117200915855754,7.421476355247985
1843,0,2,0,0,4.1,0,0,15,7,0.011899999999999999,0.11,588,0.11,0.74,3,7,1,31.12,0.23117200915855754,0.017456630531522195
1844,0,2,0,0,4.1,0,0,15,5,0.0116,0.29,430,0.29,1.44,3,7,1,0.0,0.23117200915855754,7.421476355247985
1845,0,2,0,0,4.1,0,0,15,3,0.037000000000000005,0.39,81,0.39,1.16,3,7,1,0.0,0.23117200915855754,7.421476355247985
1846,0,2,0,0,4.1,0,0,15,8,0.0109,0.46,734,0.46,3.7,3,7,1,0.0,38.62744338933529,19.66085314685316
1847,0,2,0,0,4.1,0,0,15,1,0.0031,0.03,325,0.03,0.03,3,7,1,0.0,0.23117200915855754,0.017456630531522195
1848,0,2,0,0,4.1,0,0,15,0,0.0,0.0,1,0.0,0.0,3,7,1,0.0,0.23117200915855754,0.017456630531522195
1849,0,2,0,0,4.1,0,0,15,0,0.0,0.0,1,0.0,0.0,3,7,1,0.0,0.23117200915855754,0.017456630531522195
1850,0,2,0,0,4.1,0,0,15,9,0.0225,0.15,400,0.15,1.37,3,7,1,0.0,0.23117200915855754,7.421476355247985
1851,0,2,0,0,4.1,0,0,15,12,0.0088,0.49,1360,0.49,5.93,3,7,1,0.0,38.62744338933529,19.66085314685316
1852,2,152,0,0,5.0,0,5,12,17,0.0124,0.16,1374,0.16,2.74,3,7,0,24.74,0.23117200915855754,14.74322884012539
1853,1,115,0,0,2.0,0,4,6,0,0.0,0.0,269,0.0,0.0,3,7,0,0.0,0.23117200915855754,0.017456630531522195
1854,1,115,0,0,2.0,0,4,6,2,0.0016,0.41,1216,0.41,0.81,3,7,0,0.0,0.23117200915855754,7.290714285714286
1855,2,96,0,0,2.0,0,5,12,0,0.0,0.0,2,0.0,0.0,3,0,0,0.0,0.23117200915855754,0.017456630531522195
1856,1,115,0,0,2.0,0,4,6,8,0.0064,0.22,1248,0.22,1.74,3,7,0,0.0,0.23117200915855754,7.421476355247985
1857,2,125,0,0,5.0,0,5,9,0,0.0,0.0,2,0.0,0.0,3,7,0,0.0,0.23117200915855754,0.017456630531522195
1858,2,125,0,0,5.0,0,5,9,0,0.0,0.0,3,0.0,0.0,3,7,0,0.0,0.23117200915855754,0.017456630531522195
1859,1,132,0,0,0.1,0,4,6,0,0.0,0.0,5,0.0,0.0,3,7,0,0.0,0.23117200915855754,0.017456630531522195
1860,1,70,0,0,1.0,0,4,6,8,0.0252,0.23,317,0.23,1.8,1,3,0,20.3,0.23117200915855754,7.421476355247985
1861,1,70,0,0,1.0,0,4,6,1,0.0213,1.46,47,1.46,1.46,1,3,0,0.0,0.23117200915855754,7.421476355247985
1862,1,132,0,0,0.1,0,4,6,10,0.0174,0.6,576,0.6,6.01,3,7,0,61.13,38.62744338933529,19.66085314685316
1863,1,70,0,0,1.0,0,4,6,6,0.0083,0.44,725,0.44,2.66,1,3,0,0.0,0.23117200915855754,7.421476355247985
1864,1,70,0,0,1.0,0,4,6,6,0.0068000000000000005,0.19,885,0.19,1.12,1,3,0,4.67,0.23117200915855754,7.421476355247985
1865,1,132,0,0,0.1,0,4,6,0,0.0,0.0,79,0.0,0.0,3,7,0,0.0,0.23117200915855754,0.017456630531522195
1866,1,70,0,0,1.0,0,4,6,0,0.0,0.0,4,0.0,0.0,1,3,0,0.0,0.23117200915855754,0.017456630531522195
1867,1,70,0,0,1.0,0,4,6,0,0.0,0.0,68,0.0,0.0,1,3,0,0.0,0.23117200915855754,0.017456630531522195
1868,2,125,0,0,5.0,0,5,9,0,0.0,0.0,10,0.0,0.0,3,7,0,0.0,0.23117200915855754,0.017456630531522195
1869,1,132,0,0,0.1,0,4,6,6,0.0166,0.19,361,0.19,1.13,3,7,0,34.44,0.23117200915855754,7.421476355247985
1870,1,70,0,0,1.0,0,4,6,1,0.0018,0.01,553,0.01,0.01,1,3,0,0.0,0.23117200915855754,0.017456630531522195
1871,1,156,0,0,2.0,0,4,6,0,0.0,0.0,5,0.0,0.0,3,0,0,0.0,0.23117200915855754,0.017456630531522195
1872,1,70,0,0,1.0,0,4,6,1,0.0040999999999999995,1.7,241,1.7,1.7,1,3,0,0.0,0.23117200915855754,7.421476355247985
1873,1,132,0,0,0.1,0,4,6,2,0.0092,0.28,218,0.28,0.55,3,7,0,0.0,0.23117200915855754,0.017456630531522195
1874,1,70,0,0,1.0,0,4,6,4,0.0116,0.34,344,0.34,1.37,1,3,0,0.0,0.23117200915855754,7.421476355247985
1875,1,137,0,0,5.0,0,4,6,4,0.087,1.08,46,1.08,4.32,2,4,0,0.0,38.62744338933529,19.66085314685316
1876,0,111,0,0,2.0,0,0,15,19,0.005699999999999999,0.32,3337,0.32,6.08,1,3,0,0.0,38.62744338933529,19.66085314685316
1877,0,111,0,0,2.0,0,0,15,8,0.0109,0.27,736,0.27,2.19,1,3,0,0.0,0.23117200915855754,7.421476355247985
1878,0,111,0,0,2.0,0,0,15,11,0.0169,0.32,651,0.32,3.57,1,3,0,0.0,38.62744338933529,19.66085314685316
1879,0,111,0,0,2.0,0,0,15,2,0.009399999999999999,0.32,213,0.32,0.64,1,3,0,0.0,0.23117200915855754,0.017456630531522195
1880,0,111,0,0,2.0,0,0,15,19,0.0091,0.32,2084,0.31,6.13,1,3,0,0.0,38.62744338933529,19.66085314685316
1881,0,111,0,0,2.0,0,0,15,2,0.015700000000000002,0.44,127,0.44,0.87,1,3,0,0.0,0.23117200915855754,7.421476355247985
1882,0,111,0,0,2.0,0,0,15,13,0.018000000000000002,0.43,723,0.43,5.62,1,3,0,0.0,38.62744338933529,19.66085314685316
1883,0,111,0,0,2.0,0,0,15,0,0.0,0.0,31,0.0,0.0,1,3,0,0.0,0.23117200915855754,0.017456630531522195
1884,0,104,0,0,2.0,0,0,15,29,0.0083,0.36,3477,0.36,10.39,1,2,8,14.38,38.62744338933529,48.014200542005376
1885,1,109,0,0,2.0,0,4,6,3,0.0051,0.19,591,0.19,0.58,3,6,0,0.0,0.23117200915855754,0.017456630531522195
1886,1,7,0,0,14.0,0,4,6,29,0.0154,0.24,1880,0.24,6.82,3,0,0,4.22,38.62744338933529,19.66085314685316
1887,1,7,0,0,14.0,0,4,6,20,0.0137,0.2,1455,0.2,3.99,3,0,0,0.0,38.62744338933529,50.214585987261124
1888,0,62,0,0,2.0,0,0,15,4,0.02,0.07,200,0.07,0.28,1,2,0,0.0,0.23117200915855754,0.017456630531522195
1889,1,116,0,0,5.0,0,4,6,0,0.0,0.0,11,0.0,0.0,3,0,0,0.0,0.23117200915855754,0.017456630531522195
1890,1,116,0,0,5.0,0,4,6,0,0.0,0.0,50,0.0,0.0,3,0,0,0.0,0.23117200915855754,0.017456630531522195
1891,1,78,0,0,0.1,0,4,5,3,0.0038,1.0,797,1.0,3.01,1,2,0,26.72,0.23117200915855754,7.421476355247985
1892,1,69,0,0,2.0,0,4,5,5,0.0095,0.52,524,0.52,2.58,1,3,0,0.0,0.23117200915855754,7.421476355247985
1893,1,69,0,0,2.0,0,4,5,9,0.0154,0.2,584,0.16,1.81,1,3,0,0.0,0.23117200915855754,7.421476355247985
1894,1,17,0,0,3.0,0,4,6,2,0.0085,0.45,236,0.45,0.89,3,7,0,0.0,0.23117200915855754,7.421476355247985
1895,1,69,0,0,2.0,0,4,5,8,0.0138,0.18,581,0.18,1.45,1,3,0,0.0,0.23117200915855754,7.421476355247985
1896,0,145,0,0,2.0,0,0,15,6,0.013999999999999999,0.81,428,0.69,4.85,1,2,4,0.0,38.62744338933529,19.66085314685316
1897,0,145,0,0,2.0,0,0,15,15,0.0084,0.62,1788,0.62,9.34,1,2,4,0.0,38.62744338933529,48.014200542005376
1898,0,145,0,0,2.0,0,0,15,13,0.0173,0.57,752,0.24,7.35,1,2,4,10.29,38.62744338933529,19.66085314685316
1899,0,145,0,0,2.0,0,0,15,0,0.0,0.0,25,0.0,0.0,1,2,4,0.0,0.23117200915855754,0.017456630531522195
1900,0,34,0,0,6.0,0,2,13,20,0.010700000000000001,0.44,1862,0.44,8.84,1,2,3,44.92,38.62744338933529,48.014200542005376
1901,0,34,0,0,6.0,0,2,13,18,0.008100000000000001,0.23,2218,0.21,4.08,1,2,3,7.45,38.62744338933529,50.214585987261124
1902,0,34,0,0,6.0,0,2,13,12,0.0146,0.15,822,0.15,1.74,1,2,3,2.84,0.23117200915855754,14.74322884012539
1903,0,34,0,0,6.0,0,2,13,0,0.0,0.0,67,0.0,0.0,1,2,3,0.0,0.23117200915855754,0.017456630531522195
1904,0,34,0,0,6.0,0,2,13,18,0.0084,0.27,2133,0.27,4.81,1,2,3,100.43,38.62744338933529,19.66085314685316
1905,0,34,0,0,6.0,0,2,13,7,0.0104,0.12,675,0.12,0.81,1,2,3,0.0,0.23117200915855754,0.017456630531522195
1906,0,34,0,0,6.0,0,2,13,12,0.008100000000000001,0.19,1476,0.19,2.29,1,2,3,8.44,0.23117200915855754,14.74322884012539
1907,0,25,0,0,4.0,0,2,13,4,0.0040999999999999995,1.21,984,1.21,4.85,1,3,0,0.0,38.62744338933529,19.66085314685316
1908,0,25,0,0,4.0,0,2,13,10,0.0063,0.66,1583,0.66,6.64,1,3,0,74.66,38.62744338933529,19.66085314685316
1909,0,25,0,0,4.0,0,2,13,6,0.009399999999999999,0.68,641,0.68,4.09,1,3,0,6.58,38.62744338933529,19.66085314685316
1910,0,25,0,0,4.0,0,2,13,6,0.015600000000000001,0.78,384,0.67,4.68,1,3,0,0.0,38.62744338933529,19.66085314685316
1911,0,25,0,0,4.0,0,2,13,0,0.0,0.0,80,0.0,0.0,1,3,0,0.0,0.23117200915855754,0.017456630531522195
1912,0,25,0,0,4.0,0,2,13,11,0.013999999999999999,0.41,787,0.41,4.52,1,3,0,0.0,38.62744338933529,19.66085314685316
1913,0,25,0,0,4.0,0,2,13,11,0.0134,0.46,823,0.46,5.06,1,3,0,39.94,38.62744338933529,19.66085314685316
1914,0,25,0,0,4.0,0,2,13,16,0.0116,0.41,1376,0.41,6.49,1,3,0,0.0,38.62744338933529,19.66085314685316
1915,0,25,0,0,4.0,0,2,13,8,0.0105,0.75,759,0.67,6.04,1,3,0,0.0,38.62744338933529,19.66085314685316
1916,0,25,0,0,4.0,0,2,13,4,0.0125,1.22,319,1.22,4.89,1,3,0,127.82,38.62744338933529,19.66085314685316
1917,0,25,0,0,4.0,0,2,13,4,0.0134,0.2,299,0.2,0.8,1,3,0,0.0,0.23117200915855754,0.017456630531522195
1918,0,25,0,0,4.0,0,2,13,3,0.0074,1.29,403,1.29,3.87,1,3,0,0.0,38.62744338933529,19.66085314685316
1919,0,25,0,0,4.0,0,2,13,3,0.0113,0.19,266,0.19,0.58,1,3,0,0.0,0.23117200915855754,0.017456630531522195
1920,0,25,0,0,4.0,0,2,13,3,0.0031,0.46,964,0.23,1.39,1,3,0,0.0,0.23117200915855754,7.421476355247985
1921,0,25,0,0,4.0,0,2,13,1,0.0074,1.62,136,1.62,1.62,1,3,0,0.0,0.23117200915855754,7.421476355247985
1922,0,25,0,0,4.0,0,2,13,7,0.0078000000000000005,0.51,901,0.44,3.55,1,3,0,20.82,38.62744338933529,19.66085314685316
1923,0,25,0,0,4.0,0,2,13,9,0.013500000000000002,0.49,665,0.44,4.39,1,3,0,0.0,38.62744338933529,19.66085314685316
1924,0,25,0,0,4.0,0,2,13,8,0.0078000000000000005,0.52,1026,0.42,4.16,1,3,0,0.0,38.62744338933529,19.66085314685316
1925,0,25,0,0,4.0,0,2,13,9,0.013600000000000001,0.72,660,0.72,6.51,1,3,0,119.42,38.62744338933529,19.66085314685316
1926,0,25,0,0,4.0,0,2,13,6,0.0072,0.42,836,0.31,2.51,1,3,0,0.0,0.23117200915855754,7.421476355247985
1927,0,25,0,0,4.0,0,2,13,8,0.012,0.83,664,0.83,6.65,1,3,0,0.0,38.62744338933529,19.66085314685316
1928,0,127,0,0,3.0,0,0,15,7,0.022799999999999997,1.19,307,1.19,8.31,1,2,1,22.89,38.62744338933529,48.014200542005376
1929,0,127,0,0,3.0,0,0,15,8,0.0092,0.76,868,0.76,6.07,1,2,1,0.0,38.62744338933529,19.66085314685316
1930,0,127,0,0,3.0,0,0,15,9,0.0165,0.55,546,0.55,4.95,1,2,1,112.38,38.62744338933529,19.66085314685316
1931,0,127,0,0,3.0,0,0,15,7,0.0077,0.38,910,0.38,2.65,1,2,1,0.0,0.23117200915855754,7.421476355247985
1932,0,127,0,0,3.0,0,0,15,7,0.0579,0.57,121,0.57,4.02,1,2,1,14.58,38.62744338933529,19.66085314685316
1933,0,127,0,0,3.0,0,0,15,1,0.0046,0.39,219,0.39,0.39,1,2,1,0.0,0.23117200915855754,0.017456630531522195
1934,0,127,0,0,3.0,0,0,15,6,0.010700000000000001,0.36,561,0.36,2.15,1,2,1,0.0,0.23117200915855754,7.421476355247985
1935,0,88,0,0,5.0,0,2,13,7,0.01,0.21,698,0.21,1.47,1,2,7,0.0,0.23117200915855754,14.74322884012539
1936,0,88,0,0,5.0,0,2,13,17,0.0176,0.67,964,0.57,11.33,1,2,7,37.11,38.62744338933529,48.014200542005376
1937,0,88,0,0,5.0,0,2,13,11,0.0054,0.5,2047,0.25,5.52,1,2,7,34.89,38.62744338933529,19.66085314685316
1938,0,88,0,0,5.0,0,2,13,6,0.015700000000000002,1.04,381,0.89,6.23,1,2,7,0.0,38.62744338933529,19.66085314685316
1939,0,88,0,0,5.0,0,2,13,13,0.013000000000000001,0.76,998,0.55,9.9,1,2,7,0.24,38.62744338933529,48.014200542005376
1940,0,88,0,0,5.0,0,2,13,16,0.011699999999999999,0.36,1370,0.31,5.83,1,2,7,72.21,38.62744338933529,19.66085314685316
1941,0,88,0,0,5.0,0,2,13,17,0.0141,0.59,1202,0.56,10.11,1,2,7,93.14,38.62744338933529,48.014200542005376
1942,0,88,0,0,5.0,0,2,13,6,0.0076,0.2,792,0.15,1.2,1,2,7,0.0,0.23117200915855754,14.74322884012539
1943,0,88,0,0,5.0,0,2,13,26,0.011399999999999999,0.4,2290,0.31,10.3,1,2,7,0.0,38.62744338933529,48.014200542005376
1944,0,88,0,0,5.0,0,2,13,11,0.0104,0.32,1059,0.32,3.51,1,2,7,0.0,38.62744338933529,19.66085314685316
1945,0,88,0,0,5.0,0,2,13,23,0.0146,0.53,1573,0.42,12.24,1,2,7,0.0,38.62744338933529,48.014200542005376
1946,0,88,0,0,5.0,0,2,13,13,0.0137,0.77,950,0.63,10.06,1,2,7,0.0,38.62744338933529,48.014200542005376
1947,0,88,0,0,5.0,0,2,13,10,0.0118,0.38,844,0.38,3.8,1,2,7,0.0,38.62744338933529,19.66085314685316
1948,0,88,0,0,5.0,0,2,13,7,0.0231,0.59,303,0.52,4.14,1,2,7,0.0,38.62744338933529,19.66085314685316
1949,0,88,0,0,5.0,0,2,13,27,0.0177,0.64,1527,0.62,17.36,1,2,7,156.97,38.62744338933529,48.014200542005376
1950,0,88,0,0,5.0,0,2,13,10,0.016399999999999998,0.59,608,0.49,5.91,1,2,7,0.0,38.62744338933529,19.66085314685316
1951,0,88,0,0,5.0,0,2,13,7,0.0173,0.52,404,0.46,3.67,1,2,7,32.22,38.62744338933529,19.66085314685316
1952,0,88,0,0,5.0,0,2,13,33,0.030899999999999997,0.56,1067,0.5,18.47,1,2,7,0.0,38.62744338933529,48.014200542005376
1953,0,88,0,0,5.0,0,2,13,20,0.0079,0.34,2545,0.24,6.88,1,2,7,7.48,38.62744338933529,19.66085314685316
1954,0,88,0,0,5.0,0,2,13,15,0.0446,0.51,336,0.35,7.62,1,2,7,0.0,38.62744338933529,713.42
1955,0,88,0,0,5.0,0,2,13,8,0.02,0.75,401,0.66,5.98,1,2,7,0.0,38.62744338933529,19.66085314685316
1956,0,88,0,0,5.0,0,2,13,18,0.0277,0.35,649,0.31,6.29,1,2,7,11.54,38.62744338933529,19.66085314685316
1957,0,88,0,0,5.0,0,2,13,21,0.032,0.65,656,0.49,13.64,1,2,7,0.0,38.62744338933529,48.014200542005376
1958,1,87,0,0,4.0,0,4,6,0,0.0,0.0,108,0.0,0.0,1,2,0,0.0,0.23117200915855754,0.017456630531522195
1959,1,87,0,0,4.0,0,4,6,1,0.0132,0.07,76,0.01,0.07,1,2,0,0.0,0.23117200915855754,0.017456630531522195
1960,1,87,0,0,4.0,0,4,6,3,0.0857,0.06,35,0.06,0.18,1,2,0,0.0,0.23117200915855754,0.017456630531522195
1961,1,87,0,0,4.0,0,4,6,24,0.0137,0.33,1746,0.31,7.97,1,2,0,79.56,38.62744338933529,48.014200542005376
1962,1,91,0,0,1.0,0,4,4,4,0.011699999999999999,0.41,343,0.41,1.65,1,3,0,0.0,0.23117200915855754,7.421476355247985
1963,0,50,0,0,5.0,0,2,13,13,0.0074,0.48,1760,0.48,6.26,1,3,0,0.0,38.62744338933529,19.66085314685316
1964,0,50,0,0,5.0,0,2,13,14,0.0077,0.36,1827,0.32,5.06,1,3,0,52.75,38.62744338933529,19.66085314685316
1965,2,71,0,0,2.0,0,5,12,0,0.0,0.0,4,0.0,0.0,1,3,0,0.0,0.23117200915855754,0.017456630531522195
1966,1,48,0,0,2.0,0,4,2,19,0.020499999999999997,0.11,927,0.11,2.08,4,6,0,0.0,0.23117200915855754,7.421476355247985
1967,1,39,0,0,2.0,0,4,6,3,0.0075,0.88,400,0.88,2.65,1,2,0,0.0,0.23117200915855754,7.421476355247985
1968,1,39,0,0,2.0,0,4,6,2,0.009399999999999999,0.66,213,0.33,1.31,1,2,0,0.0,0.23117200915855754,7.421476355247985
1969,0,147,0,0,2.0,0,2,13,12,0.0127,0.34,948,0.34,4.06,3,7,2,27.23,38.62744338933529,19.66085314685316
1970,0,151,0,0,5.0,0,0,15,14,0.0115,0.23,1216,0.23,3.22,3,7,1,0.0,0.23117200915855754,14.74322884012539
1971,0,151,0,0,5.0,0,0,15,0,0.0,0.0,53,0.0,0.0,3,7,1,0.0,0.23117200915855754,0.017456630531522195
1972,0,151,0,0,5.0,0,0,15,4,0.027999999999999997,0.51,143,0.51,2.03,3,7,1,0.0,0.23117200915855754,14.74322884012539
1973,0,151,0,0,5.0,0,0,15,2,0.0046,0.38,431,0.38,0.75,3,7,1,0.0,0.23117200915855754,0.017456630531522195
1974,0,151,0,0,5.0,0,0,15,14,0.0131,0.24,1070,0.24,3.34,3,7,1,0.0,38.62744338933529,19.66085314685316
1975,0,120,0,0,2.0,0,3,1,7,0.0091,0.2,770,0.2,1.38,3,7,0,0.0,0.23117200915855754,7.421476355247985
1976,0,120,0,0,2.0,0,3,1,8,0.009300000000000001,0.18,859,0.18,1.42,3,7,0,0.0,0.23117200915855754,7.421476355247985
1977,1,86,0,0,2.0,0,4,6,3,0.0155,0.1,193,0.1,0.29,3,7,0,6.98,0.23117200915855754,0.017456630531522195
1978,1,86,0,0,2.0,0,4,6,0,0.0,0.0,201,0.0,0.0,3,7,0,0.0,0.23117200915855754,0.017456630531522195
1979,1,86,0,0,2.0,0,4,6,1,0.0043,0.32,235,0.32,0.32,3,7,0,0.0,0.23117200915855754,0.017456630531522195
1980,1,86,0,0,2.0,0,4,6,0,0.0,0.0,57,0.0,0.0,3,7,0,0.0,0.23117200915855754,0.017456630531522195
1981,1,86,0,0,2.0,0,4,6,5,0.025,0.21,200,0.21,1.04,3,7,0,0.0,0.23117200915855754,7.421476355247985
1982,1,86,0,0,2.0,0,4,6,25,0.013600000000000001,0.17,1840,0.17,4.37,3,7,0,38.41,38.62744338933529,50.214585987261124
1983,1,86,0,0,2.0,0,4,6,1,0.04,0.36,25,0.36,0.36,3,7,0,0.0,0.23117200915855754,0.017456630531522195
1984,1,86,0,0,2.0,0,4,6,12,0.0097,0.16,1231,0.16,1.95,3,7,0,0.0,0.23117200915855754,7.421476355247985
1985,1,86,0,0,2.0,0,4,6,4,0.0175,0.4,228,0.4,1.61,3,7,0,29.58,0.23117200915855754,7.421476355247985
1986,1,86,0,0,2.0,0,4,6,6,0.0291,0.08,206,0.08,0.47,3,7,0,0.0,0.23117200915855754,0.017456630531522195
1987,1,86,0,0,2.0,0,4,6,9,0.011399999999999999,0.09,790,0.09,0.77,3,7,0,11.22,0.23117200915855754,0.017456630531522195
1988,1,86,0,0,2.0,0,4,6,8,0.0129,0.17,618,0.17,1.38,3,7,0,0.0,0.23117200915855754,7.421476355247985
1989,1,110,0,0,2.0,0,4,6,69,0.0085,0.25,8145,0.25,17.02,3,7,0,665.53,219.9967875647666,277.1066666666666
1990,1,110,0,0,2.0,0,4,6,89,0.011699999999999999,0.24,7593,0.24,21.01,3,7,0,627.43,219.9967875647666,277.1066666666666
1991,1,65,0,0,3.0,0,4,5,0,0.0,0.0,12,0.0,0.0,1,3,0,0.0,0.23117200915855754,0.017456630531522195
1992,1,110,0,0,2.0,0,4,6,32,0.0151,0.15,2117,0.15,4.88,3,7,0,10.75,38.62744338933529,50.214585987261124
1993,1,110,0,0,2.0,0,4,6,3,0.0085,0.4,354,0.4,1.2,3,7,0,0.0,0.23117200915855754,7.421476355247985
1994,1,65,0,0,3.0,0,4,5,1,0.0079,1.33,126,1.33,1.33,1,3,0,0.0,0.23117200915855754,7.421476355247985
1995,1,110,0,0,2.0,0,4,6,105,0.0098,0.2,10707,0.2,21.29,3,7,0,142.97,219.9967875647666,277.1066666666666
