Day,Campaign status,Campaign,Budget name,Currency code,Budget,Budget type,Status,Status reasons,Clicks,CTR,Avg. CPC,Impr.,Avg. cost,Cost,Conv. value,Campaign type,Bid strategy type,Campaign group
2024-03-07,Enabled,Shoptimize_Vendor_Lampshade_P-Max~P,--,GBP,2,Daily,Eligible,unknown,19,1.37%,0.27,1389,0.26,5.1,6.23,Performance Max,Maximize Conversion Value (Target ROAS),--
2024-04-27,Enabled,Shoptimize_Vendor_Lampshade_P-Max~P,--,GBP,2,Daily,Eligible,unknown,10,1.09%,0.17,921,0.17,1.69,10.68,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-11-10,Paused,Search 06/10/2023,--,GBP,0.1,Daily,Paused,campaign paused; unknown,0,0%,0,217,0,0,0,Search,Maximize Conversions,--
2023-10-30,Paused,Search 06/10/2023,--,GBP,0.1,Daily,Paused,campaign paused; unknown,2,20%,0.87,10,0.87,1.73,0,Search,Maximize Conversions,--
2023-09-04,Paused,30A 360w LED Driver,--,GBP,2,Daily,Paused,campaign paused; unknown,1,14.29%,0.31,7,0.31,0.31,0,Search,Maximize Conversion Value (Target ROAS),--
2023-09-05,Paused,30A 360w LED Driver,--,GBP,2,Daily,Paused,campaign paused; unknown,4,2.58%,0.99,155,0.99,3.95,0,Search,Maximize Conversion Value (Target ROAS),--
2023-11-22,Paused,Search 06/10/2023,--,GBP,0.1,Daily,Paused,campaign paused; unknown,1,0.64%,0.09,156,0.09,0.09,0,Search,Maximize Conversions,--
2023-11-20,Paused,Search 06/10/2023,--,GBP,0.1,Daily,Paused,campaign paused; unknown,1,0.99%,0.08,101,0.08,0.08,0,Search,Maximize Conversions,--
2023-11-16,Paused,Search 06/10/2023,--,GBP,0.1,Daily,Paused,campaign paused; unknown,0,0%,0,178,0,0,0,Search,Maximize Conversions,--
2023-07-26,Removed,Selected Offer Products,--,GBP,2,Daily,Removed,campaign removed; unknown,8,1.90%,0.24,420,0.24,1.89,0,Shopping,CPC (enhanced),--
2023-07-23,Removed,Selected Offer Products,--,GBP,2,Daily,Removed,campaign removed; unknown,0,0%,0,5,0,0,0,Shopping,CPC (enhanced),--
2023-06-11,Paused,Standard-Shopping Campign-5/5/2023,--,GBP,2,Daily,Paused,campaign paused; unknown,5,0.30%,0.87,1681,0.87,4.35,0,Shopping,Target ROAS,--
2023-09-10,Paused,Standard-Shopping Campign-5/5/2023,--,GBP,2,Daily,Paused,campaign paused; unknown,0,0%,0,8,0,0,0,Shopping,Target ROAS,--
2023-09-04,Paused,Standard-Shopping Campign-5/5/2023,--,GBP,2,Daily,Paused,campaign paused; unknown,0,0%,0,9,0,0,0,Shopping,Target ROAS,--
2023-06-25,Paused,Performance Max-19Spiderlight,--,GBP,1,Daily,Paused,campaign paused; most asset groups under review,18,3.10%,0.11,581,0.11,1.96,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-11-16,Paused,High Conversion Product 18/10,--,GBP,0.1,Daily,Paused,campaign paused; unknown,0,0%,0,25,0,0,0,Shopping,CPC (enhanced),--
2024-05-02,Removed,thushanthuu= impressions onlyy,--,GBP,2,Daily,Removed,campaign removed; unknown,0,0%,0,3,0,0,0,Performance Max,Maximize Conversion Value,--
2023-11-18,Paused,High Conversion Product 18/10,--,GBP,0.1,Daily,Paused,campaign paused; unknown,1,5.56%,0.09,18,0.09,0.09,0,Shopping,CPC (enhanced),--
2023-06-26,Paused,Performance Max-19Spiderlight,--,GBP,1,Daily,Paused,campaign paused; most asset groups under review,0,0%,0,10,0,0,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-10-26,Paused,High Conversion Product 18/10,--,GBP,0.1,Daily,Paused,campaign paused; unknown,5,2.67%,0.27,187,0.27,1.34,70.88,Shopping,CPC (enhanced),--
2023-10-20,Paused,Combo Products 18/09/2023,--,GBP,3,Daily,Paused,campaign paused; unknown,11,1.73%,0.28,635,0.28,3.12,0,Shopping,CPC (enhanced),--
2023-10-18,Removed,Chandelier 04/09/2023,--,GBP,0.12,Daily,Removed,campaign removed; unknown,1,0.73%,0.3,137,0.3,0.3,0,Shopping,Maximize clicks,--
2023-10-13,Paused,Combo Products 18/09/2023,--,GBP,3,Daily,Paused,campaign paused; unknown,1,0.37%,0.35,269,0.35,0.35,0,Shopping,CPC (enhanced),--
2023-09-20,Paused,Combo Products 18/09/2023,--,GBP,3,Daily,Paused,campaign paused; unknown,3,0.50%,0.29,602,0.29,0.87,0,Shopping,CPC (enhanced),--
2024-02-23,Paused,06/02/2024 shoptimized shopping ~prunthan,--,GBP,2,Daily,Paused,campaign paused; unknown,0,0%,0,20,0,0,0,Shopping,Target ROAS,--
2023-11-10,Removed,Chandelier 04/09/2023,--,GBP,0.12,Daily,Removed,campaign removed; unknown,12,0.87%,1.27,1380,1.27,15.2,0,Shopping,Maximize clicks,--
2024-02-24,Paused,06/02/2024 shoptimized shopping ~prunthan,--,GBP,2,Daily,Paused,campaign paused; unknown,0,0%,0,103,0,0,0,Shopping,Target ROAS,--
2023-10-31,Removed,Chandelier 04/09/2023,--,GBP,0.12,Daily,Removed,campaign removed; unknown,0,0%,0,122,0,0,0,Shopping,Maximize clicks,--
2024-02-07,Paused,06/02/2024 shoptimized shopping ~prunthan,--,GBP,2,Daily,Paused,campaign paused; unknown,13,0.71%,0.24,1823,0.24,3.09,13.69,Shopping,Target ROAS,--
2024-02-22,Paused,06/02/2024 shoptimized shopping ~prunthan,--,GBP,2,Daily,Paused,campaign paused; unknown,7,1.15%,0.28,608,0.28,1.99,0,Shopping,Target ROAS,--
2023-09-06,Removed,Chandelier 04/09/2023,--,GBP,0.12,Daily,Removed,campaign removed; unknown,0,0%,0,1,0,0,0,Shopping,Maximize clicks,--
2024-05-01,Paused,google css- pmax-TAPE~susain,--,GBP,2,Daily,Paused,campaign paused; unknown,2,0.71%,0.83,280,0.83,1.66,0,Performance Max,Maximize Conversion Value,--
2024-05-06,Paused,google css- pmax-TAPE~susain,--,GBP,2,Daily,Paused,campaign paused; unknown,5,0.53%,0.3,942,0.14,1.52,0,Performance Max,Maximize Conversion Value,--
2023-10-02,Enabled,LED_Bullbs_PM_7/7/2023~common,--,GBP,5,Daily,Eligible,unknown,12,3.37%,0.46,356,0.42,5.5,24.09,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-09-20,Enabled,LED_Bullbs_PM_7/7/2023~common,--,GBP,5,Daily,Eligible,unknown,21,1.42%,0.48,1482,0.34,9.98,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-11-13,Enabled,LED_Bullbs_PM_7/7/2023~common,--,GBP,5,Daily,Eligible,unknown,35,1.43%,0.45,2454,0.45,15.77,379.56,Performance Max,Maximize Conversion Value (Target ROAS),--
2024-01-30,Paused,SHOPTIMISED-Performance Max-46-new customer only (LEDSone 5309914352)~prunthan,--,GBP,2,Daily,Paused,campaign paused; unknown,10,0.97%,0.28,1026,0.28,2.77,11.58,Performance Max,Maximize Conversion Value,--
2023-10-13,Enabled,LED_Bullbs_PM_7/7/2023~common,--,GBP,5,Daily,Eligible,unknown,17,1.05%,0.61,1618,0.58,10.36,64.25,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-08-16,Enabled,LED_Bullbs_PM_7/7/2023~common,--,GBP,5,Daily,Eligible,unknown,4,6.15%,0.08,65,0.08,0.33,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2024-02-05,Enabled,LED_Bullbs_PM_7/7/2023~common,--,GBP,5,Daily,Eligible,unknown,1,100%,0.6,1,0.6,0.6,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2024-02-10,Paused,SHOPTIMISED-Performance Max-46-new customer only (LEDSone 5309914352)~prunthan,--,GBP,2,Daily,Paused,campaign paused; unknown,12,1.27%,0.31,942,0.31,3.74,8.07,Performance Max,Maximize Conversion Value,--
2023-12-17,Paused,SHOPTIMISED-Performance Max-46-new customer only (LEDSone 5309914352)~prunthan,--,GBP,2,Daily,Paused,campaign paused; unknown,11,1.05%,0.24,1047,0.24,2.6,0,Performance Max,Maximize Conversion Value,--
2024-03-30,Enabled,LED_Bullbs_PM_7/7/2023~common,--,GBP,5,Daily,Eligible,unknown,0,0%,0,4,0,0,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-11-10,Enabled,LED_Bullbs_PM_7/7/2023~common,--,GBP,5,Daily,Eligible,unknown,18,1.83%,0.28,985,0.28,5.09,49.74,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-12-04,Enabled,LED_Bullbs_PM_7/7/2023~common,--,GBP,5,Daily,Eligible,unknown,6,24%,0.26,25,0.26,1.57,69.98,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-09-24,Enabled,LED_Bullbs_PM_7/7/2023~common,--,GBP,5,Daily,Eligible,unknown,20,4.22%,0.46,474,0.44,9.2,0.06,Performance Max,Maximize Conversion Value (Target ROAS),--
2024-01-02,Enabled,LED_Bullbs_PM_7/7/2023~common,--,GBP,5,Daily,Eligible,unknown,7,46.67%,0.16,15,0.14,1.14,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2024-02-26,Paused,SHOPTIMISED-Performance Max-46-new customer only (LEDSone 5309914352)~prunthan,--,GBP,2,Daily,Paused,campaign paused; unknown,0,0%,0,42,0,0,0,Performance Max,Maximize Conversion Value,--
2023-11-23,Enabled,LED_Bullbs_PM_7/7/2023~common,--,GBP,5,Daily,Eligible,unknown,22,5.15%,0.61,427,0.61,13.32,4.24,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-09-11,Paused,DC12V 30A 360w,--,GBP,1,Daily,Paused,campaign paused; unknown,2,1.40%,1.16,143,1.16,2.31,0,Shopping,Maximize clicks,--
2023-08-18,Enabled,LED_Bullbs_PM_7/7/2023~common,--,GBP,5,Daily,Eligible,unknown,4,2.56%,0.63,156,0.63,2.51,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-12-07,Enabled,LED_Bullbs_PM_7/7/2023~common,--,GBP,5,Daily,Eligible,unknown,10,4.48%,0.37,223,0.37,3.66,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2024-01-12,Paused,SHOPTIMISED-Performance Max-46-new customer only (LEDSone 5309914352)~prunthan,--,GBP,2,Daily,Paused,campaign paused; unknown,4,2.29%,0.37,175,0.37,1.49,0,Performance Max,Maximize Conversion Value,--
2023-12-01,Enabled,LED_Bullbs_PM_7/7/2023~common,--,GBP,5,Daily,Eligible,unknown,6,40%,0.33,15,0.33,1.96,0.86,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-07-30,Enabled,LED_Bullbs_PM_7/7/2023~common,--,GBP,5,Daily,Eligible,unknown,10,2.91%,0.13,344,0.13,1.25,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-12-22,Paused,SHOPTIMISED-Performance Max-46-new customer only (LEDSone 5309914352)~prunthan,--,GBP,2,Daily,Paused,campaign paused; unknown,4,0.42%,0.2,963,0.2,0.8,0,Performance Max,Maximize Conversion Value,--
2023-10-09,Enabled,LED_Bullbs_PM_7/7/2023~common,--,GBP,5,Daily,Eligible,unknown,16,1.70%,0.37,940,0.37,5.96,181.19,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-08-31,Enabled,LED_Bullbs_PM_7/7/2023~common,--,GBP,5,Daily,Eligible,unknown,22,1.51%,0.36,1461,0.25,7.88,1637.54,Performance Max,Maximize Conversion Value (Target ROAS),--
2024-03-26,Enabled,LED_Bullbs_PM_7/7/2023~common,--,GBP,5,Daily,Eligible,unknown,0,0%,0,5,0,0,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-12-02,Paused,SHOPTIMISED-Performance Max-46-new customer only (LEDSone 5309914352)~prunthan,--,GBP,2,Daily,Paused,campaign paused; unknown,6,2.05%,0.28,293,0.28,1.7,5.38,Performance Max,Maximize Conversion Value,--
2023-10-06,Paused,Cables  01/09/2023,--,GBP,5,Daily,Paused,campaign paused; unknown,7,0.98%,0.28,713,0.28,1.98,89.34,Shopping,Target ROAS,--
2023-11-19,Paused,Cables  01/09/2023,--,GBP,5,Daily,Paused,campaign paused; unknown,3,0.53%,0.22,569,0.22,0.67,0,Shopping,Target ROAS,--
2023-09-03,Paused,Cables  01/09/2023,--,GBP,5,Daily,Paused,campaign paused; unknown,7,0.80%,0.2,878,0.2,1.37,33.2,Shopping,Target ROAS,--
2024-05-01,Removed,PMax: GOOGLE CSS- manuval CPC TO ROAS- Susain 23/02/24 #2,--,GBP,25,Daily,Removed,campaign removed; some asset groups limited by policy,0,0%,0,26,0.01,0.03,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-11-21,Paused,Cables  01/09/2023,--,GBP,5,Daily,Paused,campaign paused; unknown,0,0%,0,27,0,0,0,Shopping,Target ROAS,--
2023-06-15,Paused,Vintage Bulbs,--,GBP,5,Daily,Paused,campaign paused; unknown,2,7.69%,1.41,26,1.41,2.82,0,Search,Maximize Conversions,--
2023-06-23,Paused,Vintage Bulbs,--,GBP,5,Daily,Paused,campaign paused; unknown,2,1.55%,0.97,129,0.97,1.93,0,Search,Maximize Conversions,--
2023-07-18,Removed,DC 12V LED Driver Pirakash,--,GBP,5,Daily,Removed,campaign removed; unknown,0,0%,0,287,0,0,0,Shopping,CPC (enhanced),--
2023-08-31,Removed,04/08/2023 All Campaign,--,GBP,2,Daily,Removed,campaign removed; unknown,3,1.30%,0.15,231,0.15,0.45,0,Shopping,CPC (enhanced),--
2023-08-26,Paused,Switch Product hero 23/08/2023,--,GBP,5,Daily,Paused,campaign paused; unknown,0,0%,0,3,0,0,0,Shopping,CPC (enhanced),--
2024-05-15,Enabled,P_MAX - FR Merchant,--,GBP,2,Daily,Eligible,unknown,1,0.73%,0.66,137,0.66,0.66,0,Performance Max,Maximize Conversion Value,--
2023-08-15,Paused,smart shopping  14/08/2023,--,GBP,2,Daily,Paused,campaign paused; unknown,5,1.60%,0.07,312,0.07,0.37,0,Shopping,CPC (enhanced),--
2023-10-06,Paused,smart shopping  14/08/2023,--,GBP,2,Daily,Paused,campaign paused; unknown,0,0%,0,1,0,0,0,Shopping,CPC (enhanced),--
2023-08-25,Paused,smart shopping  14/08/2023,--,GBP,2,Daily,Paused,campaign paused; unknown,15,0.79%,0.13,1908,0.13,1.96,0,Shopping,CPC (enhanced),--
2023-09-26,Paused,Performance Max-26 product hero,--,GBP,1,Daily,Paused,campaign paused; unknown,5,2.40%,0.61,208,0.61,3.07,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-09-03,Removed,Target ROAS experiment - low price tools standard 12/08/2023,--,GBP,5,Daily,Removed,campaign removed; campaign ended; unknown,0,0%,0,77,0,0,0,Shopping,Target ROAS,--
2023-11-18,Paused,Top selling Transformer,--,GBP,0.1,Daily,Paused,campaign paused; unknown,1,1.67%,0.12,60,0.12,0.12,0,Shopping,Target ROAS,--
2023-07-22,Paused,Performance Max-26 product hero,--,GBP,1,Daily,Paused,campaign paused; unknown,3,1.23%,0.89,244,0.89,2.68,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-08-06,Paused,All Product 2,--,GBP,2,Daily,Paused,campaign paused; unknown,17,0.93%,0.27,1825,0.27,4.62,3.53,Shopping,Target ROAS,--
2023-09-29,Paused,Wall Lights 06/09/2023,--,GBP,5,Daily,Paused,campaign paused; unknown,25,2.17%,0.32,1150,0.32,7.99,70.27,Shopping,CPC (enhanced),--
2023-07-13,Paused,All Product 2,--,GBP,2,Daily,Paused,campaign paused; unknown,0,0%,0,233,0,0,0,Shopping,Target ROAS,--
2023-09-24,Paused,All Product 2,--,GBP,2,Daily,Paused,campaign paused; unknown,24,1.30%,0.24,1848,0.24,5.85,42.98,Shopping,Target ROAS,--
2023-09-23,Paused,Wall Lights 06/09/2023,--,GBP,5,Daily,Paused,campaign paused; unknown,4,0.59%,0.2,682,0.2,0.79,0,Shopping,CPC (enhanced),--
2024-03-07,Paused,GOOGLE CSS-Ceiling Rose_Fitting CPC~sajeepan,--,GBP,1,Daily,Paused,campaign paused; unknown,7,1.52%,0.21,461,0.21,1.5,3.47,Shopping,CPC (enhanced),--
2023-07-26,Paused,All Product 2,--,GBP,2,Daily,Paused,campaign paused; unknown,15,1.04%,0.24,1442,0.24,3.64,10.61,Shopping,Target ROAS,--
2023-10-08,Paused,Wall Lights 06/09/2023,--,GBP,5,Daily,Paused,campaign paused; unknown,9,1.15%,0.18,782,0.18,1.66,0.82,Shopping,CPC (enhanced),--
2023-08-08,Paused,All Product 2,--,GBP,2,Daily,Paused,campaign paused; unknown,9,0.73%,0.24,1228,0.24,2.13,0,Shopping,Target ROAS,--
2023-09-30,Paused,All Product 2,--,GBP,2,Daily,Paused,campaign paused; unknown,6,1.64%,0.22,365,0.22,1.31,0.37,Shopping,Target ROAS,--
2023-11-23,Paused,NEW LED BULB,--,GBP,1,Daily,Paused,campaign paused; unknown,1,0.83%,0.12,120,0.12,0.12,0,Shopping,CPC (enhanced),--
2023-11-20,Paused,NEW LED BULB,--,GBP,1,Daily,Paused,campaign paused; unknown,1,2.86%,0.2,35,0.2,0.2,0,Shopping,CPC (enhanced),--
2023-07-29,Paused,All Product 2,--,GBP,2,Daily,Paused,campaign paused; unknown,0,0%,0,3,0,0,0,Shopping,Target ROAS,--
2023-09-11,Paused,Product hero all products,--,GBP,0.5,Daily,Paused,campaign paused; unknown,0,0%,0,31,0,0,0,Shopping,CPC (enhanced),--
2023-08-10,Removed,low price tools standard,--,GBP,5,Daily,Removed,campaign removed; unknown,19,1.41%,0.23,1350,0.23,4.37,0,Shopping,Target ROAS,--
2023-07-14,Paused,Product hero all products,--,GBP,0.5,Daily,Paused,campaign paused; unknown,2,0.17%,0.17,1164,0.17,0.34,0,Shopping,CPC (enhanced),--
2023-09-04,Paused,Product hero all products,--,GBP,0.5,Daily,Paused,campaign paused; unknown,0,0%,0,15,0,0,0,Shopping,CPC (enhanced),--
2023-08-06,Paused,Product hero all products,--,GBP,0.5,Daily,Paused,campaign paused; unknown,17,0.73%,0.07,2324,0.07,1.12,0,Shopping,CPC (enhanced),--
2023-07-31,Paused,Product hero all products,--,GBP,0.5,Daily,Paused,campaign paused; unknown,39,0.91%,0.1,4281,0.1,3.96,56.08,Shopping,CPC (enhanced),--
2023-07-13,Removed,low price tools standard,--,GBP,5,Daily,Removed,campaign removed; unknown,32,0.90%,0.09,3555,0.09,2.95,267.97,Shopping,Target ROAS,--
2023-10-25,Removed,low price tools standard,--,GBP,5,Daily,Removed,campaign removed; unknown,114,0.97%,0.24,11762,0.24,27.9,107.22,Shopping,Target ROAS,--
2023-07-27,Removed,low price tools standard,--,GBP,5,Daily,Removed,campaign removed; unknown,12,0.88%,0.07,1367,0.07,0.85,7.27,Shopping,Target ROAS,--
2023-07-10,Removed,low price tools standard,--,GBP,5,Daily,Removed,campaign removed; unknown,17,0.53%,0.09,3232,0.09,1.61,0,Shopping,Target ROAS,--
2023-09-13,Paused,Product hero all products,--,GBP,0.5,Daily,Paused,campaign paused; unknown,0,0%,0,23,0,0,0,Shopping,CPC (enhanced),--
2023-07-08,Removed,low price tools standard,--,GBP,5,Daily,Removed,campaign removed; unknown,16,1.11%,0.06,1444,0.06,1,0,Shopping,Target ROAS,--
2023-09-09,Paused,Product hero all products,--,GBP,0.5,Daily,Paused,campaign paused; unknown,0,0%,0,32,0,0,0,Shopping,CPC (enhanced),--
2023-09-26,Paused,Product hero all products,--,GBP,0.5,Daily,Paused,campaign paused; unknown,0,0%,0,144,0,0,0,Shopping,CPC (enhanced),--
2023-09-01,Removed,low price tools standard,--,GBP,5,Daily,Removed,campaign removed; unknown,9,1.17%,0.13,767,0.13,1.15,0,Shopping,Target ROAS,--
2023-09-08,Enabled,Target ROAS experiment - All Product 2 12/08/2023,--,GBP,2,Daily,Ended,campaign ended; unknown,9,0.68%,0.17,1329,0.17,1.53,0.14,Shopping,Target ROAS,--
2023-08-17,Enabled,Target ROAS experiment - All Product 2 12/08/2023,--,GBP,2,Daily,Ended,campaign ended; unknown,15,1.13%,0.2,1323,0.2,2.96,0,Shopping,Target ROAS,--
2023-09-11,Enabled,Target ROAS experiment - All Product 2 12/08/2023,--,GBP,2,Daily,Ended,campaign ended; unknown,12,0.89%,0.14,1353,0.14,1.65,0.29,Shopping,Target ROAS,--
2023-05-27,Paused,Shopping Campign-5/5/2023,--,GBP,5,Daily,Paused,campaign paused; unknown,0,0%,0,14,0,0,0,Shopping,Target ROAS,--
2023-06-09,Paused,Shopping Campign-5/5/2023,--,GBP,5,Daily,Paused,campaign paused; unknown,0,0%,0,3,0,0,0,Shopping,Target ROAS,--
2023-10-11,Paused,New Arrivals 05/10/2023,--,GBP,3,Daily,Paused,campaign paused; unknown,13,0.65%,0.21,1999,0.21,2.79,0.81,Shopping,Target ROAS,--
2024-03-29,Paused,SHOPTIMISED-PMAX_Wall_Light_20/01/2023~Pirakash.,--,GBP,4,Daily,Paused,campaign paused; unknown,8,0.79%,0.4,1008,0.4,3.19,0,Performance Max,Maximize Conversion Value,--
2024-02-27,Paused,SHOPTIMISED-PMAX_Wall_Light_20/01/2023~Pirakash.,--,GBP,4,Daily,Paused,campaign paused; unknown,1,0.70%,2.45,142,2.45,2.45,0,Performance Max,Maximize Conversion Value,--
2024-02-28,Paused,SHOPTIMISED-PMAX_Wall_Light_20/01/2023~Pirakash.,--,GBP,4,Daily,Paused,campaign paused; unknown,0,0%,0,74,0,0,0,Performance Max,Maximize Conversion Value,--
2024-02-22,Paused,SHOPTIMISED-PMAX_Wall_Light_20/01/2023~Pirakash.,--,GBP,4,Daily,Paused,campaign paused; unknown,2,1.65%,0.33,121,0.33,0.66,0,Performance Max,Maximize Conversion Value,--
2024-01-30,Paused,SHOPTIMISED-PMAX_Wall_Light_20/01/2023~Pirakash.,--,GBP,4,Daily,Paused,campaign paused; unknown,4,12.90%,0.26,31,0.26,1.02,0,Performance Max,Maximize Conversion Value,--
2023-11-04,Paused,Performance Max-23 offer product,--,GBP,0.5,Daily,Paused,campaign paused; most asset groups under review,0,0%,0,10,0,0,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-07-11,Paused,Performance Max-23 offer product,--,GBP,0.5,Daily,Paused,campaign paused; most asset groups under review,14,0.85%,0.38,1647,0.38,5.38,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2024-01-17,Removed,GOOGLE-home and garden CPC,--,GBP,1,Daily,Removed,campaign removed; unknown,1,1.15%,0.2,87,0.2,0.2,0,Shopping,CPC (enhanced),--
2023-09-19,Paused,Performance Max-23 offer product,--,GBP,0.5,Daily,Paused,campaign paused; most asset groups under review,3,2.34%,0.27,128,0.27,0.8,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-10-31,Paused,Wire Cage 12/09/2023,--,GBP,0.1,Daily,Paused,campaign paused; unknown,5,1.47%,0.14,341,0.14,0.72,0,Shopping,Target ROAS,--
2023-08-20,Paused,Performance Max-23 offer product,--,GBP,0.5,Daily,Paused,campaign paused; most asset groups under review,0,0%,0,1,0,0,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-11-09,Paused,Performance Max-23 offer product,--,GBP,0.5,Daily,Paused,campaign paused; most asset groups under review,0,0%,0,43,0,0,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-10-18,Paused,Wire Cage 12/09/2023,--,GBP,0.1,Daily,Paused,campaign paused; unknown,3,0.48%,0.12,629,0.12,0.36,0,Shopping,Target ROAS,--
2023-10-23,Paused,Wire Cage 12/09/2023,--,GBP,0.1,Daily,Paused,campaign paused; unknown,9,0.79%,0.13,1133,0.13,1.15,0,Shopping,Target ROAS,--
2023-10-04,Paused,Performance Max-23 offer product,--,GBP,0.5,Daily,Paused,campaign paused; most asset groups under review,0,0%,0,106,0,0,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-09-25,Paused,Performance Max-23 offer product,--,GBP,0.5,Daily,Paused,campaign paused; most asset groups under review,1,0.69%,0.17,145,0.17,0.17,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-10-03,Paused,Wire Cage 12/09/2023,--,GBP,0.1,Daily,Paused,campaign paused; unknown,6,0.68%,0.22,887,0.22,1.3,0.82,Shopping,Target ROAS,--
2023-07-12,Paused,Performance Max-23 offer product,--,GBP,0.5,Daily,Paused,campaign paused; most asset groups under review,3,0.62%,0.22,481,0.22,0.67,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-08-08,Paused,DC 12V Driver 21/07/2023,--,GBP,3,Daily,Paused,campaign paused; unknown,3,1.13%,0.27,265,0.27,0.81,0,Shopping,Target ROAS,--
2023-08-27,Paused,Performance Max-25 TRANSFORMER,--,GBP,2,Daily,Paused,campaign paused; most asset groups under review,6,1.12%,0.26,535,0.26,1.57,77.6,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-07-10,Paused,Performance Max-25 TRANSFORMER,--,GBP,2,Daily,Paused,campaign paused; most asset groups under review,3,2.83%,0.32,106,0.32,0.97,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-08-05,Paused,Performance Max-25 TRANSFORMER,--,GBP,2,Daily,Paused,campaign paused; most asset groups under review,4,0.37%,0.24,1074,0.24,0.94,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-08-05,Paused,DC 12V Driver 21/07/2023,--,GBP,3,Daily,Paused,campaign paused; unknown,4,1.30%,0.25,308,0.25,0.98,0,Shopping,Target ROAS,--
2024-01-13,Paused,SHOPTIMISED-All Product - ROAS M 29/11/2023~susain,--,GBP,2,Daily,Paused,campaign paused; unknown,1,1.45%,0.04,69,0.04,0.04,0,Shopping,Target ROAS,--
2024-01-31,Paused,SHOPTIMISED-All Product - ROAS M 29/11/2023~susain,--,GBP,2,Daily,Paused,campaign paused; unknown,1,0.28%,0.09,360,0.09,0.09,0,Shopping,Target ROAS,--
2024-02-25,Paused,SHOPTIMISED-All Product - ROAS M 29/11/2023~susain,--,GBP,2,Daily,Paused,campaign paused; unknown,14,1.50%,0.22,935,0.22,3.01,36.78,Shopping,Target ROAS,--
2024-02-15,Paused,SHOPTIMISED-All Product - ROAS M 29/11/2023~susain,--,GBP,2,Daily,Paused,campaign paused; unknown,4,0.62%,0.34,649,0.34,1.34,0,Shopping,Target ROAS,--
2024-01-14,Paused,SHOPTIMISED-All Product - ROAS M 29/11/2023~susain,--,GBP,2,Daily,Paused,campaign paused; unknown,4,0.66%,0.2,610,0.2,0.78,10.68,Shopping,Target ROAS,--
2023-11-23,Paused,new 24/11/2023,--,GBP,7.7,Daily,Paused,campaign paused; unknown,5,0.51%,0.23,980,0.23,1.16,32.36,Shopping,Target ROAS,--
2023-12-23,Paused,SHOPTIMISED-All Product - ROAS M 29/11/2023~susain,--,GBP,2,Daily,Paused,campaign paused; unknown,8,2.47%,0.28,324,0.28,2.23,0,Shopping,Target ROAS,--
2023-12-04,Paused,SHOPTIMISED-All Product - ROAS M 29/11/2023~susain,--,GBP,2,Daily,Paused,campaign paused; unknown,9,0.91%,0.24,991,0.24,2.19,0,Shopping,Target ROAS,--
2024-03-07,Paused,SHOPTIMISED-All Product - ROAS M 29/11/2023~susain,--,GBP,2,Daily,Paused,campaign paused; unknown,1,2.38%,0.06,42,0.06,0.06,0,Shopping,Target ROAS,--
2023-12-12,Paused,SHOPTIMISED-All Product - ROAS M 29/11/2023~susain,--,GBP,2,Daily,Paused,campaign paused; unknown,4,1.17%,0.58,342,0.58,2.32,0,Shopping,Target ROAS,--
2024-03-27,Paused,Gooogle_Css_P- Max_Metal_Holder_08/03/2024,--,GBP,2,Daily,Paused,campaign paused; unknown,7,1.76%,0.31,398,0.31,2.2,6.85,Performance Max,Maximize Conversion Value,--
