Day,Campaign status,Campaign,Budget name,Currency code,Budget,Budget type,Status,Status reasons,Clicks,CTR,Avg. CPC,Impr.,Avg. cost,Cost,Conv. value,Campaign type,Bid strategy type,Campaign group
2023-11-18,Paused,New Arrivals 05/10/2023,--,GBP,3,Daily,Paused,campaign paused; unknown,1,0.62%,0.16,162,0.16,0.16,0,Shopping,Target ROAS,--
2023-11-13,Paused,New Arrivals 05/10/2023,--,GBP,3,Daily,Paused,campaign paused; unknown,3,1.15%,0.18,261,0.18,0.53,0,Shopping,Target ROAS,--
2023-10-10,Paused,New Arrivals 05/10/2023,--,GBP,3,Daily,Paused,campaign paused; unknown,17,0.72%,0.23,2373,0.23,3.83,118.46,Shopping,Target ROAS,--
2023-06-20,Paused,Display-Campaign Group 01,--,GBP,5,Daily,Paused,campaign paused; unknown,4,0.28%,0.11,1411,0.11,0.44,0,Display,Target ROAS,--
2024-05-15,Enabled,Thushanthuu=SHP=IMPRESSIONS=New led bulb,--,GBP,2,Daily,Eligible,unknown,0,0%,0,1,0,0,0,Performance Max,Maximize Conversion Value,DUSHAN
2024-05-06,Enabled,Thushanthuu=SHP=IMPRESSIONS=New led bulb,--,GBP,2,Daily,Eligible,unknown,3,0.60%,1.21,501,1.21,3.64,14.65,Performance Max,Maximize Conversion Value,DUSHAN
2023-11-13,Paused,High Conversion Product 18/10,--,GBP,0.1,Daily,Paused,campaign paused; unknown,2,1.59%,0.29,126,0.29,0.57,0,Shopping,CPC (enhanced),--
2023-06-29,Paused,Performance Max-19Spiderlight,--,GBP,1,Daily,Paused,campaign paused; most asset groups under review,2,25%,0.78,8,0.78,1.56,83.49,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-10-18,Paused,High Conversion Product 18/10,--,GBP,0.1,Daily,Paused,campaign paused; unknown,1,0.39%,0.29,257,0.29,0.29,0,Shopping,CPC (enhanced),--
2023-11-10,Paused,High Conversion Product 18/10,--,GBP,0.1,Daily,Paused,campaign paused; unknown,2,2.86%,0.25,70,0.25,0.5,0,Shopping,CPC (enhanced),--
2023-11-22,Paused,High Conversion Product 18/10,--,GBP,0.1,Daily,Paused,campaign paused; unknown,0,0%,0,20,0,0,0,Shopping,CPC (enhanced),--
2023-06-18,Paused,Performance Max-19Spiderlight,--,GBP,1,Daily,Paused,campaign paused; most asset groups under review,3,1.71%,0.56,175,0.56,1.68,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2024-05-01,Enabled,Shoptimised-No impression-sajee,--,GBP,2,Daily,Eligible,unknown,18,0.89%,1.11,2028,0.66,19.92,26.78,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-05-12,Enabled,Shoptimised-No impression-sajee,--,GBP,2,Daily,Eligible,unknown,17,0.86%,0.56,1985,0.56,9.53,0,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-05-14,Enabled,Shoptimised-No impression-sajee,--,GBP,2,Daily,Eligible,unknown,0,0%,0,3,0.03,0.03,0,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-05-15,Enabled,Shoptimised-No impression-sajee,--,GBP,2,Daily,Eligible,unknown,0,0%,0,3,0,0,0,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-05-10,Enabled,Shoptimised-No impression-sajee,--,GBP,2,Daily,Eligible,unknown,9,0.55%,0.43,1625,0.35,3.9,0,Performance Max,Maximize Conversion Value,Shoptimised-46
2023-09-06,Paused,Product hero all products,--,GBP,0.5,Daily,Paused,campaign paused; unknown,0,0%,0,13,0,0,0,Shopping,CPC (enhanced),--
2023-10-01,Removed,low price tools standard,--,GBP,5,Daily,Removed,campaign removed; unknown,42,0.77%,0.16,5444,0.16,6.7,362.48,Shopping,Target ROAS,--
2023-08-23,Paused,Product hero all products,--,GBP,0.5,Daily,Paused,campaign paused; unknown,2,0.61%,0.3,326,0.3,0.6,0,Shopping,CPC (enhanced),--
2023-08-05,Paused,Product hero all products,--,GBP,0.5,Daily,Paused,campaign paused; unknown,34,0.83%,0.12,4106,0.12,3.99,44.22,Shopping,CPC (enhanced),--
2023-10-06,Paused,Product hero all products,--,GBP,0.5,Daily,Paused,campaign paused; unknown,0,0%,0,14,0,0,0,Shopping,CPC (enhanced),--
2023-10-22,Removed,low price tools standard,--,GBP,5,Daily,Removed,campaign removed; unknown,102,1.20%,0.17,8476,0.17,17.39,200.77,Shopping,Target ROAS,--
2023-06-22,Removed,low price tools standard,--,GBP,5,Daily,Removed,campaign removed; unknown,10,0.88%,0.06,1141,0.06,0.63,24.45,Shopping,Target ROAS,--
2023-08-12,Paused,Product hero all products,--,GBP,0.5,Daily,Paused,campaign paused; unknown,4,0.43%,0.04,926,0.04,0.17,0,Shopping,CPC (enhanced),--
2023-10-10,Paused,Product hero all products,--,GBP,0.5,Daily,Paused,campaign paused; unknown,0,0%,0,14,0,0,0,Shopping,CPC (enhanced),--
2023-11-08,Removed,low price tools standard,--,GBP,5,Daily,Removed,campaign removed; unknown,44,1.15%,0.13,3813,0.13,5.58,40.26,Shopping,Target ROAS,--
2023-10-02,Removed,low price tools standard,--,GBP,5,Daily,Removed,campaign removed; unknown,39,1.03%,0.14,3788,0.14,5.35,103.8,Shopping,Target ROAS,--
2023-07-23,Paused,Product hero all products,--,GBP,0.5,Daily,Paused,campaign paused; unknown,5,0.45%,0.12,1120,0.12,0.62,0,Shopping,CPC (enhanced),--
2023-08-08,Paused,Product hero all products,--,GBP,0.5,Daily,Paused,campaign paused; unknown,25,0.71%,0.09,3533,0.09,2.15,0,Shopping,CPC (enhanced),--
2023-11-09,Removed,low price tools standard,--,GBP,5,Daily,Removed,campaign removed; unknown,27,0.99%,0.14,2740,0.14,3.73,21.46,Shopping,Target ROAS,--
2023-08-17,Paused,Product hero all products,--,GBP,0.5,Daily,Paused,campaign paused; unknown,36,0.76%,0.1,4748,0.1,3.56,17.34,Shopping,CPC (enhanced),--
2023-08-10,Paused,Product hero all products,--,GBP,0.5,Daily,Paused,campaign paused; unknown,14,1.12%,0.06,1253,0.06,0.87,20.53,Shopping,CPC (enhanced),--
2023-06-24,Removed,low price tools standard,--,GBP,5,Daily,Removed,campaign removed; unknown,20,0.79%,0.09,2520,0.09,1.84,7.68,Shopping,Target ROAS,--
2024-04-30,Enabled,Lampshades Vendor Converted,--,GBP,5,Daily,Eligible (Limited),limited by budget; unknown,14,0.99%,0.37,1410,0.31,5.23,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2024-05-05,Enabled,Lampshades Vendor Converted,--,GBP,5,Daily,Eligible (Limited),limited by budget; unknown,15,1.17%,0.27,1287,0.27,4.05,25.8,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-09-24,Paused,LEDSone.uk,--,GBP,2,Daily,Paused,campaign paused,6,1.15%,0.58,523,0.58,3.46,0,Smart,Maximize clicks,--
2023-08-21,Removed,Performance Max-34,--,GBP,2,Daily,Removed,campaign removed; unknown,0,0%,0,4,0,0,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-08-09,Paused,LEDSone.uk,--,GBP,2,Daily,Paused,campaign paused,46,1.01%,0.07,4544,0.07,3.07,0,Smart,Maximize clicks,--
2024-05-02,Enabled,Lampshades Vendor Converted,--,GBP,5,Daily,Eligible (Limited),limited by budget; unknown,9,1.16%,0.86,777,0.86,7.72,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-08-26,Removed,Performance Max-34,--,GBP,2,Daily,Removed,campaign removed; unknown,0,0%,0,10,0,0,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-10-11,Paused,LEDSone.uk,--,GBP,2,Daily,Paused,campaign paused,5,0.71%,0.31,704,0.31,1.55,0,Smart,Maximize clicks,--
2024-05-10,Enabled,Lampshades Vendor Converted,--,GBP,5,Daily,Eligible (Limited),limited by budget; unknown,9,1.54%,0.57,583,0.47,5.13,0.8,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-08-29,Enabled,Target ROAS experiment - All Product 2 12/08/2023,--,GBP,2,Daily,Ended,campaign ended; unknown,17,0.98%,0.14,1734,0.14,2.35,30.54,Shopping,Target ROAS,--
2023-09-05,Enabled,Target ROAS experiment - All Product 2 12/08/2023,--,GBP,2,Daily,Ended,campaign ended; unknown,8,1.05%,0.19,760,0.19,1.55,6.21,Shopping,Target ROAS,--
2023-09-04,Enabled,Target ROAS experiment - All Product 2 12/08/2023,--,GBP,2,Daily,Ended,campaign ended; unknown,5,2.11%,0.3,237,0.3,1.52,0,Shopping,Target ROAS,--
2023-08-25,Enabled,Target ROAS experiment - All Product 2 12/08/2023,--,GBP,2,Daily,Ended,campaign ended; unknown,19,0.91%,0.1,2089,0.1,1.94,7.8,Shopping,Target ROAS,--
2023-09-01,Enabled,Target ROAS experiment - All Product 2 12/08/2023,--,GBP,2,Daily,Ended,campaign ended; unknown,11,1.48%,0.13,744,0.13,1.39,0,Shopping,Target ROAS,--
2023-09-07,Enabled,Target ROAS experiment - All Product 2 12/08/2023,--,GBP,2,Daily,Ended,campaign ended; unknown,9,1.23%,0.16,733,0.16,1.42,0.8,Shopping,Target ROAS,--
2023-08-22,Enabled,Target ROAS experiment - All Product 2 12/08/2023,--,GBP,2,Daily,Ended,campaign ended; unknown,21,1.17%,0.15,1801,0.15,3.17,0,Shopping,Target ROAS,--
2024-01-04,Enabled,SHOPTIMISED PMax-46 - all products-M,--,GBP,20,Daily,Eligible (Limited),limited by budget; unknown,133,0.94%,0.22,14173,0.22,29.78,250.13,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-03-29,Enabled,SHOPTIMISED PMax-46 - all products-M,--,GBP,20,Daily,Eligible (Limited),limited by budget; unknown,165,1.25%,0.26,13219,0.26,42.33,473.79,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-01-19,Enabled,SHOPTIMISED PMax-46 - all products-M,--,GBP,20,Daily,Eligible (Limited),limited by budget; unknown,207,1.03%,0.26,20061,0.26,53.62,251.84,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-04-01,Enabled,SHOPTIMISED PMax-46 - all products-M,--,GBP,20,Daily,Eligible (Limited),limited by budget; unknown,195,1.19%,0.26,16436,0.26,50.83,104.09,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-04-19,Enabled,SHOPTIMISED PMax-46 - all products-M,--,GBP,20,Daily,Eligible (Limited),limited by budget; unknown,175,1.13%,0.28,15549,0.27,48.53,117.56,Performance Max,Maximize Conversion Value,Shoptimised-46
2023-12-22,Enabled,SHOPTIMISED PMax-46 - all products-M,--,GBP,20,Daily,Eligible (Limited),limited by budget; unknown,32,1.21%,0.2,2639,0.2,6.32,182.47,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-01-11,Enabled,SHOPTIMISED PMax-46 - all products-M,--,GBP,20,Daily,Eligible (Limited),limited by budget; unknown,163,0.98%,0.35,16650,0.35,57.8,324.18,Performance Max,Maximize Conversion Value,Shoptimised-46
2023-12-07,Enabled,SHOPTIMISED PMax-46 - all products-M,--,GBP,20,Daily,Eligible (Limited),limited by budget; unknown,25,1.06%,0.57,2361,0.57,14.31,196.14,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-04-30,Enabled,SHOPTIMISED PMax-46 - all products-M,--,GBP,20,Daily,Eligible (Limited),limited by budget; unknown,61,0.79%,0.37,7728,0.37,22.8,63.93,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-04-29,Enabled,SHOPTIMISED PMax-46 - all products-M,--,GBP,20,Daily,Eligible (Limited),limited by budget; unknown,84,1.16%,0.32,7215,0.32,27.27,100.84,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-05-14,Enabled,SHOPTIMISED PMax-46 - all products-M,--,GBP,20,Daily,Eligible (Limited),limited by budget; unknown,30,1.08%,0.18,2765,0.18,5.52,8.08,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-01-28,Enabled,SHOPTIMISED PMax-46 - all products-M,--,GBP,20,Daily,Eligible (Limited),limited by budget; unknown,119,1.03%,0.26,11530,0.26,30.37,107.16,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-03-14,Enabled,SHOPTIMISED PMax-46 - all products-M,--,GBP,20,Daily,Eligible (Limited),limited by budget; unknown,161,0.88%,0.32,18354,0.32,51.5,172.04,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-01-25,Enabled,SHOPTIMISED PMax-46 - all products-M,--,GBP,20,Daily,Eligible (Limited),limited by budget; unknown,163,1.26%,0.31,12977,0.31,51.19,190.86,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-01-01,Enabled,SHOPTIMISED PMax-46 - all products-M,--,GBP,20,Daily,Eligible (Limited),limited by budget; unknown,38,0.99%,0.16,3831,0.16,5.97,37.98,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-03-26,Enabled,SHOPTIMISED PMax-46 - all products-M,--,GBP,20,Daily,Eligible (Limited),limited by budget; unknown,125,1.13%,0.33,11085,0.33,41.03,45.75,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-02-29,Enabled,SHOPTIMISED PMax-46 - all products-M,--,GBP,20,Daily,Eligible (Limited),limited by budget; unknown,54,1.13%,0.33,4771,0.33,17.56,141.1,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-03-03,Enabled,SHOPTIMISED PMax-46 - all products-M,--,GBP,20,Daily,Eligible (Limited),limited by budget; unknown,95,1.14%,0.18,8333,0.18,17.21,70.54,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-01-17,Enabled,SHOPTIMISED PMax-46 - all products-M,--,GBP,20,Daily,Eligible (Limited),limited by budget; unknown,151,1.06%,0.37,14224,0.37,56.39,150.25,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-04-17,Enabled,SHOPTIMISED PMax-46 - all products-M,--,GBP,20,Daily,Eligible (Limited),limited by budget; unknown,123,1.07%,0.31,11443,0.3,38.33,269.32,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-05-01,Enabled,SHOPTIMISED PMax-46 - all products-M,--,GBP,20,Daily,Eligible (Limited),limited by budget; unknown,60,1.26%,0.34,4777,0.34,20.54,27.8,Performance Max,Maximize Conversion Value,Shoptimised-46
2023-12-11,Enabled,SHOPTIMISED PMax-46 - all products-M,--,GBP,20,Daily,Eligible (Limited),limited by budget; unknown,96,1.08%,0.26,8887,0.26,24.54,198.23,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-03-12,Enabled,SHOPTIMISED PMax-46 - all products-M,--,GBP,20,Daily,Eligible (Limited),limited by budget; unknown,124,1.17%,0.25,10642,0.25,30.38,123.14,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-04-25,Enabled,SHOPTIMISED PMax-46 - all products-M,--,GBP,20,Daily,Eligible (Limited),limited by budget; unknown,97,0.96%,0.33,10105,0.32,32.14,201.34,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-05-04,Enabled,SHOPTIMISED PMax-46 - all products-M,--,GBP,20,Daily,Eligible (Limited),limited by budget; unknown,62,0.93%,0.23,6659,0.23,14.45,27.98,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-04-21,Enabled,SHOPTIMISED PMax-46 - all products-M,--,GBP,20,Daily,Eligible (Limited),limited by budget; unknown,167,1.13%,0.32,14792,0.32,53.62,196.12,Performance Max,Maximize Conversion Value,Shoptimised-46
2023-11-12,Paused,New Arrivals 05/10/2023,--,GBP,3,Daily,Paused,campaign paused; unknown,1,6.67%,0.06,15,0.06,0.06,0,Shopping,Target ROAS,--
2023-10-26,Paused,New Arrivals 05/10/2023,--,GBP,3,Daily,Paused,campaign paused; unknown,2,0.58%,0.32,347,0.32,0.64,0,Shopping,Target ROAS,--
2023-11-21,Paused,New Arrivals 05/10/2023,--,GBP,3,Daily,Paused,campaign paused; unknown,1,0.74%,0.11,136,0.11,0.11,0,Shopping,Target ROAS,--
